City,EGHG emissions
Pingxiang,204.7264157
Yingkou,442.9476401
Huludao,3416.109767
Bengbu,1183.612044
Hengshui,3988.574872
Hengyang,5139.147702
Quzhou,2944.166423
Xiangyang,1540.604225
Xishuangbanna,143.5781015
Xining,220.7365938
Xi'an,4910.500805
Xuchang,3336.925282
Guigang,854.6107926
Guiyang,1888.497647
Hezhou,1658.804105
Ziyang,2406.091606
Ganzhou,8141.269121
Chifeng,4.606040778
Liaoyuan,2.033829631
Liaoyang,442.8533153
Dazhou,568.6705938
Yuncheng,751.1247055
Lianyungang,308.1009871
Diqing,18.48454207
Tonghua,75.80848469
Tongliao,187.3364145
Suining,1387.679748
Zunyi,1410.029856
Xingtai,4660.408619
Naqu,317.202911
Handan,3210.936786
Shaoyang,477.339186
Zhengzhou,3392.922391
Chenzhou,3536.058055
Ordos,367.9078977
Ezhou,1101.166968
Jiuquan,13959.7152
Chongqing,11495.93294
Jinhua,2814.544939
Jinchang,1965.685061
Qinzhou,574.9597002
Tieling,4333.270944
Tiemenguan,0.891437109
Tongren,959.3197353
Tongchuan,124.5996802
Tongling,213.6759307
Yinchuan,257.8188946
Xilin Gol,0.235251775
Jinzhou,1583.900302
Zhenjiang,4861.145441
Changchun,5316.99996
Changsha,3872.540347
Changzhi,1539.727093
Fuxin,657.9954256
Fuyang,650.5648657
Fangchenggang,0.280095737
Yangjiang,2494.05669
Yangquan,14.25482816
Aksu,2422.216576
Altai,0.073134413
Aba,10.74349174
Alxa,2680.065539
Alaer,68.6036255
Ali,0
Longnan,741.545652
Lingshui,169.8412816
Suizhou,3149.244875
Ya'an,1820.174637
Qingdao,2692.182264
Anshan,1141.740762
Shaoguan,2009.62061
Ma'anshan,2080.495763
Zhumadian,9237.309201
Jixi,14.24322035
Hebi,649.1700901
Hegang,0.024698866
Yingtan,1282.758966
Huanggang,3297.803625
Huangnan,1.091084272
Huangshan,230.7002088
Huangshi,2783.221468
Heihe,801.6409856
Qiandongnan,2028.289206
Qiannan,2184.630609
Qianxinan,156.1938683
Qiqihar,570.8483361
Longyan,888.4583724
