City,Net GHG Transfer
Tongling,115.5486102
Yinchuan,2613.360681
Xilin Gol,275.7931258
Jinzhou,-360.0353362
Zhenjiang,-3043.386586
Changchun,-1964.458431
Changsha,1806.570842
Changzhi,292.88833
Fuxin,-88.60813641
Fuyang,1312.03925
Fangchenggang,749.3561545
Yangjiang,-1706.719696
Yangquan,348.3372781
Aksu,31.65564668
Altai,298.3249087
Aba,9.134056096
Alxa,166.6757061
Alaer,250.8425282
Ali,37.01218945
Longnan,-72.64327933
Lingshui,606.2461072
Suizhou,-1049.488569
Ya'an,-876.9239764
Qingdao,3212.697523
Anshan,-73.61070573
Shaoguan,288.648628
Ma'anshan,-880.8040899
Zhumadian,-5908.131305
Jixi,408.752904
Hebi,-67.55331174
Hegang,334.5021689
Yingtan,154.5693636
Huanggang,-924.757686
Huangnan,47.87098032
Huangshan,226.1492896
Huangshi,-1508.560987
Heihe,331.5039955
Qiandongnan,333.9289923
Qiannan,92.66509033
Qianxinan,548.5213952
Qiqihar,369.0818734
Longyan,436.6315144
