City,OGHG emissions
Qitaihe,437.8993884
Wanning,690.95724
Sanya,5168.503891
Sanming,1773.386243
Sanmenxia,1066.234488
Shanghai,41984.53813
Shangrao,2130.882113
Dongfang,527.878181
Dongguan,8574.578066
Dongying,1861.51214
Zhongwei,510.8626769
Zhongshan,3937.767872
Linxia,395.3628477
Linfen,1956.399602
Linyi,4002.346302
Lincang,983.3722245
Lingao,275.4743424
Dandong,1562.051886
Lishui,570.1871811
Lijiang,833.4123636
Ulanqab,1032.132835
Wuhai,1213.783383
Urumqi,33774.07578
Ledong,821.1245466
Leshan,1664.87869
Jiujiang,1679.603973
Yunfu,1482.465038
Wujiaqu,942.4001021
Wuzhishan,208.9666315
Bozhou,2205.149666
Xiantao,433.9274653
Yichun,590.7550153
Ili,6157.452428
Foshan,6678.099536
Jiamusi,1224.863764
Baoting,290.7257971
Baoding,7222.715535
Baoshan,1150.159452
Xinyang,2832.785875
Danzhou,1232.393416
Kizilsu,1342.200943
Karamay,3301.407854
Lu'an,1680.74474
Liupanshui,883.9638691
Lanzhou,5412.596964
Xingan,2060.500331
Neijiang,1464.902479
Liangshan,1125.796863
Baotou,3783.342379
Beijing,82337.84229
Beitun,460.8862638
Beihai,1822.679268
Shiyan,1641.141302
Nanjing,11211.22497
Nanchong,2434.026916
Nanning,5013.482369
Nanping,2529.633835
Nanchang,4184.589724
Nantong,6800.051179
Nanyang,3469.119484
Bortala,1512.288019
Xiamen,11180.84592
Shuanghe,0
Shuangyashan,675.3107519
Kekedala,0
Taizhou,2573.913037
Hefei,6588.902447
Ji'an,1971.323756
Jilin,2200.251913
Turpan,1373.129131
Lvliang,1407.941505
Wuzhong,628.5703622
Zhoukou,2838.460286
Hulunbuir,1177.136947
Hohhot,8111.064814
Hotan,1899.480947
Xianning,746.2337079
Xianyang,1875.883756
Hami,3962.780296
Harbin,9221.425829
Tangshan,3521.522465
Shangqiu,2984.313652
Shangluo,477.1372613
Kashgar,6816.616455
Jiaxing,2521.576197
Jiayuguan,650.0014552
Siping,809.2296114
Guyuan,299.8845029
Tumushuke,829.0321846
Tacheng,2286.057782
Daxing'anling,215.8226859
Datong,1725.945061
Daqing,2342.25212
Dali,2650.27993
Dalian,4994.008322
Tianshui,916.2094451
Tianjin,26399.27158
Tianmen,581.8649253
Taiyuan,6382.294889
Weihai,3188.022637
Loudi,1604.674464
Xiaogan,1175.138694
Ningde,2231.997242
Ningbo,4786.604958
Anqing,1653.003406
Ankang,999.925997
Anyang,2608.784612
Anshun,912.1197911
Ding'an,186.6928614
