City,OGHG emissions
Dingxi,673.8735075
Yibin,2710.104315
Yichang,2103.257328
Yichun,1756.646733
Baoji,1601.289945
Xuancheng,1073.344894
Suzhou,2123.167329
Suqian,3189.467188
Tunchang,151.3917774
Shannan,710.7488865
Yueyang,1308.490283
Chongzuo,687.9000954
Bazhong,1743.975074
Bayannur,3590.152085
Bayingolin,11820.88765
Changzhou,3908.979601
Changde,1792.079302
Pingliang,507.888465
Pingdingshan,1670.44424
Guangyuan,1335.398054
Guang'an,1357.248285
Guangzhou,13852.32847
Qingyang,477.9542778
Langfang,5991.547979
Yan'an,671.564033
Yanbian,1129.398063
Kaifeng,2060.78729
Zhangjiakou,2948.392486
Zhangjiajie,679.842035
Zhangye,780.9046197
Xuzhou,5971.500778
Dehong,984.4509736
Dezhou,1152.943987
Deyang,1291.192747
Xinzhou,1488.65059
Huaihua,1902.446996
Nujiang,216.2100971
Enshi,1797.671992
Huizhou,4797.833761
Chengdu,14580.13068
Yangzhou,2099.04488
Chengde,3270.253838
Fuzhou,1492.62121
Fushun,576.5898324
Lhasa,7484.142568
Jieyang,2456.891809
Panzhihua,1185.646372
Wenshan,737.7751625
Wenchang,629.3101254
Xinxiang,2549.893863
Xinyu,489.6001086
Wuxi,5117.329524
Shigatse,857.5459778
Rizhao,2599.146825
Kunming,10619.64668
Kunyu,186.4972951
Changji,6620.561266
Changjiang,349.6426808
Changdu,510.2668509
Zhaotong,1339.646165
Jinzhong,1800.025122
Jincheng,1056.429102
Pu'er,835.0454851
Jingdezhen,993.5791957
Qujing,2084.338171
Shuozhou,1531.702646
Chaoyang,2047.520453
Benxi,400.6530569
Laibin,812.0810766
Hangzhou,6813.652761
Songyuan,949.1949248
Linzhi,954.5789677
Guoluo,44.0306547
Zaozhuang,1918.258308
Liuzhou,2575.650455
Zhuzhou,2227.631598
Guilin,2710.411905
Meizhou,2563.223205
Wuzhou,2000.407761
Chuxiong,1196.733549
Yulin,1970.272589
Wuwei,679.1372252
Wuhan,5592.823399
Bijie,1220.9679
Yongzhou,2312.096028
Hanzhong,1152.66209
Shantou,3722.123874
Shanwei,2296.096691
Jiangmen,3309.893404
Chizhou,686.7856524
Shenyang,4112.032975
Cangzhou,3826.467613
Hechi,1190.790814
Heyuan,2191.542805
Quanzhou,9128.610468
Tai'an,2399.289176
Taizhou,1641.165283
Luzhou,2514.678786
Luoyang,3854.331673
Jinan,6834.156769
Jining,3084.577082
Jiyuan,464.5950441
Haidong,480.954643
Haibei,88.66630096
Hainan,162.0171609
Haikou,6067.585606
Haixi,709.9183656
Zibo,2628.028489
Huaibei,1174.962763
Huainan,1303.014471
Huai'an,2821.875571
Shenzhen,23057.43519
Qingyuan,2247.090552
Wenzhou,2313.144185
Weinan,1090.206408
Huzhou,1194.523748
Xiangtan,1184.7499
Xiangxi,1225.372592
Zhanjiang,6442.962482
Chuzhou,1712.997383
Binzhou,1559.154004
Luohe,803.5106051
Zhangzhou,3405.473747
Weifang,4492.50999
Qianjiang,319.5823871
Chaozhou,2180.250409
Chengmai,733.7578641
Puyang,2160.854393
Yantai,6264.739739
Jiaozuo,1625.116819
Mudanjiang,1149.910186
Yulin,2148.333716
Yushu,0
Yuxi,1351.008196
Zhuhai,4756.757039
Qiongzhong,149.7757501
Qionghai,735.3105189
Gannan,247.2533995
Ganzi,302.6373621
Baicheng,846.7371354
Baishan,600.1807283
Baisha,127.3804964
Baiyin,747.7243061
Baise,1003.898073
Yiyang,1230.630285
Yancheng,3948.464208
Panjin,821.7341972
Meishan,1566.607641
Shizuishan,505.3654377
Shijiazhuang,8264.710725
Shihezi,2977.31645
Shennongjia,73.28689383
Fuzhou,6782.675302
Qinhuangdao,3372.060946
Honghe,2331.131615
Shaoxing,1957.379349
Suihua,1580.507448
Mianyang,2912.135073
Liaocheng,1715.400977
Zhaoqing,2672.534287
Huyanghe,288.6268901
Zigong,1705.005964
Zhoushan,744.9953291
Wuhu,1912.545676
Suzhou,12195.34098
Maoming,4211.322785
Jingzhou,1703.123798
Jingmen,1044.946131
Putian,2286.301186
Heze,3091.546595
Pingxiang,829.4999082
Yingkou,1034.378606
Huludao,1069.306932
Bengbu,1393.014358
Hengshui,1540.433149
Hengyang,2337.463984
Quzhou,565.6673578
Xiangyang,2047.590186
Xishuangbanna,1535.622764
Xining,2644.694269
Xi'an,6609.907457
Xuchang,2014.637987
Guigang,1710.204614
Guiyang,5494.590998
Hezhou,1459.407296
Ziyang,1037.300005
Ganzhou,5260.244806
Chifeng,1862.346966
Liaoyuan,439.452792
Liaoyang,387.3975354
Dazhou,2949.986412
Yuncheng,1139.559463
Lianyungang,3318.549272
Diqing,223.015259
Tonghua,840.2206627
Tongliao,977.9414748
Suining,1363.901899
Zunyi,2089.183897
Xingtai,3036.283837
Naqu,0.021019833
Handan,4309.189543
Shaoyang,2693.291811
Zhengzhou,13335.13426
Chenzhou,2168.796794
Ordos,3216.748322
Ezhou,374.0786062
Jiuquan,1504.479535
Chongqing,35786.36022
Jinhua,1568.912267
Jinchang,425.4615315
Qinzhou,1154.3267
Tieling,504.6470929
Tiemenguan,324.6613069
Tongren,1236.275472
Tongchuan,180.8851999
Tongling,689.9397676
Yinchuan,3685.98192
Xilin Gol,624.092117
Jinzhou,1013.65374
Zhenjiang,1899.489072
Changchun,7081.664716
Changsha,9458.802077
Changzhi,1352.956806
Fuxin,630.1536308
Fuyang,2754.534825
Fangchenggang,1052.113167
Yangjiang,2253.54876
Yangquan,790.2429354
Aksu,4262.637153
Altai,1525.046869
Aba,165.2557785
Alxa,439.6187498
Alaer,1404.375529
Ali,881.6053267
Longnan,679.8462847
Lingshui,1242.468432
Suizhou,874.8890659
Ya'an,946.0549444
Qingdao,12155.97707
Anshan,2364.187142
Shaoguan,2408.578655
Ma'anshan,1188.712542
Zhumadian,1559.88842
Jixi,790.9480139
Hebi,678.2258255
Hegang,617.3855282
Yingtan,627.5167142
Huanggang,2024.523576
Huangnan,74.27701469
Huangshan,645.9548162
Huangshi,962.0784393
Heihe,742.7210012
Qiandongnan,1676.299
Qiannan,1489.177766
Qianxinan,1154.473178
Qiqihar,1469.347718
Longyan,1757.660568
