City,OGHG emissions
Tonghua,513.8773222
Tongliao,600.530349
Suining,772.5094841
Zunyi,1319.970136
Xingtai,2160.430679
Naqu,0.003129185
Handan,3086.174824
Shaoyang,2049.961186
Zhengzhou,9755.147249
Chenzhou,1677.931742
Ordos,2403.580065
Ezhou,247.922762
Jiuquan,782.71407
Chongqing,24961.91719
Jinhua,928.6424018
Jinchang,303.1869953
Qinzhou,774.9606837
Tieling,233.2404324
Tiemenguan,114.0138177
Tongren,886.5227625
Tongchuan,78.77657747
Tongling,531.5937025
Yinchuan,2502.506055
Xilin Gol,378.9190567
Jinzhou,576.5516775
Zhenjiang,1398.502864
Changchun,3384.516855
Changsha,6758.153872
Changzhi,937.081698
Fuxin,398.8431391
Fuyang,2097.330967
Fangchenggang,756.5622442
Yangjiang,1528.140718
Yangquan,573.1447584
Aksu,354.8637136
Altai,426.8685058
Aba,91.22721465
Alxa,318.8247207
Alaer,342.1670287
Ali,45.97209363
Longnan,480.1497127
Lingshui,925.4660283
Suizhou,647.5051254
Ya'an,564.1750313
Qingdao,8192.791048
Anshan,721.883587
Shaoguan,1643.621245
Ma'anshan,912.643782
Zhumadian,1075.288452
Jixi,544.2797401
Hebi,499.526149
Hegang,423.8434078
Yingtan,492.2112425
Huanggang,1428.709459
Huangnan,53.10229919
Huangshan,495.2196447
Huangshi,695.9592831
Heihe,515.7368116
Qiandongnan,1220.881107
Qiannan,1040.979785
Qianxinan,834.1569652
Qiqihar,897.1809856
Longyan,1254.961963
