City,OGHG emissions
Benxi,113.9758452
Laibin,395.5206172
Hangzhou,2036.065403
Songyuan,273.5248935
Linzhi,87.84574907
Guoluo,21.93220129
Zaozhuang,799.7525622
Liuzhou,1329.743182
Zhuzhou,903.1034513
Guilin,1286.577546
Meizhou,835.818368
Wuzhou,640.2598287
Chuxiong,660.0988273
Yulin,1194.57411
Wuwei,415.4495357
Wuhan,2218.102335
Bijie,632.1467389
Yongzhou,1166.067375
Hanzhong,358.2400809
Shantou,1233.779779
Shanwei,709.6300578
Jiangmen,879.8484446
Chizhou,254.6636732
Shenyang,967.0858566
Cangzhou,1289.228384
Hechi,585.754648
Heyuan,673.6637947
Quanzhou,6249.491293
Tai'an,822.6015124
Taizhou,604.1802989
Luzhou,840.3903118
Luoyang,2510.34788
Jinan,2213.491123
Jining,1342.125087
Jiyuan,278.9174315
Haidong,284.9730843
Haibei,50.75209426
Hainan,92.33548163
Haikou,3407.006737
Haixi,431.5731991
Zibo,890.3016099
Huaibei,484.0351119
Huainan,499.8227058
Huai'an,1199.940132
Shenzhen,5498.231856
Qingyuan,651.8179638
Wenzhou,987.8805634
Weinan,310.2529852
Huzhou,394.8417696
Xiangtan,449.0807063
Xiangxi,462.0248865
Zhanjiang,2071.954276
Chuzhou,645.8699111
Binzhou,518.5225901
Luohe,312.1081992
Zhangzhou,2119.863476
Weifang,1537.539724
Qianjiang,134.3384181
Chaozhou,737.3331866
Chengmai,462.1999091
Puyang,1305.580169
Yantai,2629.497617
Jiaozuo,1032.093647
Mudanjiang,569.1027125
Yulin,664.1150153
Yushu,0
Yuxi,816.4597157
Zhuhai,1375.764845
Qiongzhong,84.99064472
Qionghai,449.4539785
Gannan,128.6792551
Ganzi,94.56438316
Baicheng,252.3144129
Baishan,197.1587528
Baisha,71.21020533
Baiyin,437.5301138
Baise,528.766053
Yiyang,471.4681543
Yancheng,1474.37545
Panjin,274.463808
Meishan,409.5606805
Shizuishan,320.197707
Shijiazhuang,2579.645845
Shihezi,510.726506
Shennongjia,29.92000662
Fuzhou,4698.421171
Qinhuangdao,1062.661349
Honghe,1226.027163
Shaoxing,607.2957128
Suihua,758.251616
Mianyang,777.1628791
Liaocheng,562.7501438
Zhaoqing,743.6087811
Huyanghe,47.47034809
Zigong,526.5534066
Zhoushan,252.486681
Wuhu,714.9934508
Suzhou,3426.212048
Maoming,1300.553671
Jingzhou,705.6637004
Jingmen,422.8062402
Putian,1433.218601
Heze,1317.683435
Pingxiang,328.788997
Yingkou,339.4031807
Huludao,337.484144
Bengbu,519.6203864
Hengshui,515.0446276
Hengyang,1285.125313
Quzhou,194.8751508
Xiangyang,791.6758826
Xishuangbanna,1063.051948
Xining,1714.488907
Xi'an,1369.259809
Xuchang,1255.037603
Guigang,753.7365797
Guiyang,3284.863485
Hezhou,477.7930844
Ziyang,291.5346908
Ganzhou,3604.148276
Chifeng,593.9358642
Liaoyuan,122.9370753
Liaoyang,107.4024517
Dazhou,922.5565911
Yuncheng,301.2411037
Lianyungang,1393.207732
Diqing,156.6603884
Tonghua,262.4753504
Tongliao,320.7533925
Suining,380.265605
Zunyi,1136.087327
Xingtai,1040.860969
Naqu,0.002503484
Handan,1489.005575
Shaoyang,1414.016798
Zhengzhou,9442.431094
Chenzhou,1095.113731
Ordos,2081.668013
Ezhou,149.6685839
Jiuquan,765.1353033
Chongqing,12302.10013
Jinhua,504.852731
Jinchang,251.6662096
Qinzhou,680.6175283
Tieling,144.5056127
Tiemenguan,67.13055359
Tongren,626.697936
Tongchuan,49.47638156
Tongling,255.8582744
Yinchuan,2446.22066
Xilin Gol,282.5741809
Jinzhou,311.4983001
Zhenjiang,735.0471845
Changchun,1802.727274
Changsha,3596.424938
Changzhi,561.3251986
Fuxin,202.4799998
Fuyang,1605.673203
Fangchenggang,650.8804176
Yangjiang,707.0023399
Yangquan,340.8013714
Aksu,341.4997417
Altai,296.5260653
Aba,44.88469656
Alxa,270.8947317
Alaer,320.8209081
Ali,38.94158092
Longnan,232.3338066
Lingshui,688.0821601
Suizhou,331.1675814
Ya'an,271.0337891
Qingdao,5128.988411
Anshan,535.9013458
Shaoguan,760.3955195
Ma'anshan,452.3488201
Zhumadian,622.4048828
Jixi,379.8329087
Hebi,453.6396915
Hegang,299.7771064
Yingtan,249.8007857
Huanggang,780.6630208
Huangnan,42.92093781
Huangshan,239.0689384
Huangshi,379.3825887
Heihe,368.9194325
Qiandongnan,809.4227561
Qiannan,778.3380021
Qianxinan,562.5710092
Qiqihar,724.3413111
Longyan,1006.524798
