City,Net GHG Transfer
Pu'er,313.3521306
Jingdezhen,640.4209277
Qujing,-1089.198457
Shuozhou,889.2659454
Chaoyang,866.8820713
Benxi,-37.91642443
Laibin,181.5652678
Hangzhou,66.3018507
Songyuan,-285.0329499
Linzhi,62.21502997
Guoluo,22.59369956
Zaozhuang,850.2367693
Liuzhou,872.0585701
Zhuzhou,1276.787575
Guilin,1356.477025
Meizhou,737.3121322
Wuzhou,-64.18544138
Chuxiong,304.4490439
Yulin,1516.44318
Wuwei,49.91502429
Wuhan,-13634.9496
Bijie,-340.866623
Yongzhou,1836.175404
Hanzhong,306.5176923
Shantou,1628.088632
Shanwei,220.0158087
Jiangmen,-2952.994359
Chizhou,345.0291683
Shenyang,-4684.908643
Cangzhou,-1567.141995
Hechi,930.6899363
Heyuan,-2539.382567
Quanzhou,5652.404461
Tai'an,-692.3305493
Taizhou,-1057.098331
Luzhou,-696.5669367
Luoyang,2515.979623
Jinan,-4647.449122
Jining,1049.903654
Jiyuan,387.9899393
Haidong,-350.2684438
Haibei,-93.23182134
Hainan,-18.3416031
Haikou,2830.084981
Haixi,368.0214639
Zibo,-316.6534188
Huaibei,887.3336979
Huainan,571.106458
Huai'an,-441.4858245
Shenzhen,12234.30522
Qingyuan,-615.9037121
Wenzhou,1039.540614
Weinan,-465.4860902
Huzhou,-386.997047
Xiangtan,-439.9974395
Xiangxi,841.9136658
Zhanjiang,2372.458905
Chuzhou,-1347.27031
Binzhou,-2463.462383
Luohe,-1494.292665
Zhangzhou,-3433.044451
Weifang,-1833.254805
Qianjiang,-547.4036739
Chaozhou,-808.3598129
Chengmai,306.3367659
Puyang,1710.142921
Yantai,4547.382158
Jiaozuo,1133.508517
Mudanjiang,556.3393439
Yulin,-15.89577843
Yushu,-168.5228551
Yuxi,379.2889108
Zhuhai,3456.685046
Qiongzhong,-44.1555187
Qionghai,127.2747826
Gannan,3.288456819
Ganzi,-45.28420646
Baicheng,265.2540035
Baishan,477.5704758
Baisha,80.0094149
Baiyin,4.309349574
Baise,709.4545386
Yiyang,608.7450589
Yancheng,3224.251349
Panjin,-364.9621138
Meishan,-2180.042538
Shizuishan,411.3686766
Shijiazhuang,5527.644721
Shihezi,525.6158854
Shennongjia,64.76191951
Fuzhou,3982.496249
Qinhuangdao,1976.758683
Honghe,1450.370973
Shaoxing,-1698.75654
Suihua,191.1719169
Mianyang,627.2191415
Liaocheng,-1461.440971
Zhaoqing,-2598.500552
Huyanghe,50.08291734
Zigong,-266.3834838
Zhoushan,595.5438993
Wuhu,666.1223843
Suzhou,-20045.86636
Maoming,-1076.705397
Jingzhou,231.9420112
Jingmen,512.1797951
Putian,1346.153412
Heze,2226.056003
Pingxiang,708.7309029
Yingkou,-294.6362093
Huludao,-405.6429792
Bengbu,476.1867692
Hengshui,216.0624789
Hengyang,-840.2657464
Quzhou,-301.8655107
Xiangyang,572.0649543
Xishuangbanna,1146.408202
Xining,1909.826734
Xi'an,-2486.450974
Xuchang,-758.7003625
Guigang,658.017692
Guiyang,2403.187172
Hezhou,431.1904289
Ziyang,-4091.750869
Ganzhou,3430.91936
Chifeng,1303.468967
Liaoyuan,280.8629581
Liaoyang,-1009.715179
Dazhou,1793.385213
Yuncheng,519.6515619
Lianyungang,2857.949242
Diqing,170.1811108
Tonghua,399.6720782
Tongliao,313.8716505
Suining,-599.8608614
Zunyi,533.8626276
Xingtai,-854.5789971
Naqu,-30.64115687
Handan,2640.313135
Shaoyang,2228.583962
Zhengzhou,6150.740805
Chenzhou,1243.79926
Ordos,2588.753291
Ezhou,-1769.873905
Jiuquan,-174.1391772
Chongqing,9846.919487
Jinhua,-910.5156712
Jinchang,188.7362911
Qinzhou,184.0827072
Tieling,-4587.240565
Tiemenguan,125.1079599
Tongren,831.6990088
Tongchuan,-224.0766738
Tongling,409.0559355
Yinchuan,2579.071171
Xilin Gol,402.1553358
Jinzhou,-424.8639402
Zhenjiang,-7007.8844
Changchun,-999.9513525
Changsha,3981.043771
Changzhi,771.6550756
Fuxin,-285.1385045
Fuyang,1624.596755
Fangchenggang,887.6140849
Yangjiang,-1828.359808
Yangquan,635.18325
Aksu,-18.69232185
Altai,469.3614835
Aba,52.14307247
Alxa,227.7505308
Alaer,278.8179422
Ali,46.23973739
Longnan,242.0617085
Lingshui,630.2702083
Suizhou,-1310.649169
Ya'an,-559.2525354
Qingdao,4828.147846
Anshan,-521.2643022
Shaoguan,1440.577689
Ma'anshan,-1734.707084
Zhumadian,-7129.598666
Jixi,600.6452824
Hebi,-461.4058124
Hegang,497.3062494
Yingtan,444.0377892
Huanggang,-777.5316209
Huangnan,59.4246028
Huangshan,559.4139025
Huangshi,-2534.395344
Heihe,524.1247093
Qiandongnan,674.1686604
Qiannan,-51.24817552
Qianxinan,794.113533
Qiqihar,426.8866225
Longyan,492.3282233
