City,EGHG emissions
Cangzhou,3174.940765
Hechi,27.84801321
Heyuan,3438.565321
Quanzhou,1688.326042
Tai'an,1628.958103
Taizhou,943.5841551
Luzhou,2676.974684
Luoyang,475.8022465
Jinan,4935.216478
Jining,743.4994027
Jiyuan,20.58600746
Haidong,628.3735227
Haibei,151.5952909
Hainan,92.41233999
Haikou,703.3335265
Haixi,215.3209577
Zibo,1283.228108
Huaibei,195.0516132
Huainan,420.1534538
Huai'an,1914.485482
Shenzhen,197.1035514
Qingyuan,1639.764033
Wenzhou,516.5690757
Weinan,807.6778631
Huzhou,830.2728465
Xiangtan,825.8773594
Xiangxi,195.0573267
Zhanjiang,2934.716507
Chuzhou,1830.069288
Binzhou,2479.36231
Luohe,2020.04077
Zhangzhou,5637.436449
Weifang,2710.197731
Qianjiang,336.0116521
Chaozhou,2589.409457
Chengmai,109.1212874
Puyang,208.5645964
Yantai,409.4165612
Jiaozuo,159.8886964
Mudanjiang,160.3800873
Yulin,1587.753388
Yushu,168.5228551
Yuxi,391.8229634
Zhuhai,5.95117552
Qiongzhong,63.44726812
Qionghai,178.9890952
Gannan,179.525808
Ganzi,262.6069497
Baicheng,348.2484039
Baishan,0.721134403
Baisha,11.24004585
Baiyin,566.9981671
Baise,56.84008651
Yiyang,192.007817
Yancheng,247.9944966
Panjin,656.2928586
Meishan,2093.288261
Shizuishan,2.104536916
Shijiazhuang,606.5067054
Shihezi,26.19049762
Shennongjia,0.844249683
Fuzhou,1113.260076
Qinhuangdao,734.9815451
Honghe,188.946287
Shaoxing,1392.043188
Suihua,403.6587928
Mianyang,599.1256967
Liaocheng,1365.306535
Zhaoqing,2884.652203
Huyanghe,0.001318995
Zigong,1219.323426
Zhoushan,0.155413254
Wuhu,557.4772018
Suzhou,10197.36737
Maoming,2926.491539
Jingzhou,652.981856
Jingmen,331.5710654
Putian,548.9874481
Heze,261.4887394
Pingxiang,51.78672358
Yingkou,430.7360083
Huludao,1164.660604
Bengbu,472.9453612
Hengshui,577.1570134
Hengyang,1672.008273
Quzhou,753.8015631
Xiangyang,824.059344
Xishuangbanna,140.0351361
Xining,174.8553855
Xi'an,2364.419961
Xuchang,1962.802058
Guigang,586.878089
Guiyang,1026.820069
Hezhou,703.7554119
Ziyang,2038.043687
Ganzhou,1336.453817
Chifeng,69.42222754
Liaoyuan,6.546996973
Liaoyang,456.112574
Dazhou,412.8241045
Yuncheng,69.57618929
Lianyungang,141.1709805
Diqing,17.70365547
Tonghua,75.04656459
Tongliao,231.103104
Suining,611.8251267
Zunyi,494.3613684
Xingtai,1735.949469
Naqu,30.64430959
Handan,841.8576141
Shaoyang,174.2730466
Zhengzhou,2855.079177
Chenzhou,631.2222847
Ordos,200.5902568
Ezhou,943.9583259
Jiuquan,1029.513945
Chongqing,8362.419162
Jinhua,1089.844292
Jinchang,163.0983453
Qinzhou,527.1357492
Tieling,3222.518456
Tiemenguan,3.868802859
Tongren,165.6562398
Tongchuan,125.4183598
Tongling,147.5397904
Yinchuan,246.7445021
Xilin Gol,42.01016254
Jinzhou,686.6986576
Zhenjiang,3815.334257
Changchun,3838.916479
Changsha,1981.883152
Changzhi,313.3390243
Fuxin,298.3406419
Fuyang,508.2104263
Fangchenggang,0.26478041
Yangjiang,2419.442029
Yangquan,19.30704884
Aksu,314.1562312
Altai,0.024631661
Aba,35.93373691
Alxa,145.090854
Alaer,71.09819934
Ali,2.025492623
Longnan,310.8012638
Lingshui,168.8742224
Suizhou,1395.107829
Ya'an,1148.937871
Qingdao,2383.700831
Anshan,663.4842939
Shaoguan,477.0405707
Ma'anshan,1349.261424
Zhumadian,6576.440157
Jixi,14.0625061
Hebi,594.2869792
Hegang,0.023451105
Yingtan,106.0023915
Huanggang,1752.120548
Huangnan,1.062677881
Huangshan,19.12995933
Huangshi,1910.596234
Heihe,81.16103333
Qiandongnan,559.7575449
Qiannan,784.3182102
Qianxinan,74.50957132
Qiqihar,454.7966167
Longyan,710.7240267
