City,EGHG emissions
Huizhou,7735.669456
Chengdu,17966.29887
Yangzhou,4731.894885
Chengde,58.67166505
Fuzhou,781.2379122
Fushun,612.3953692
Lhasa,200.3229222
Jieyang,5374.7191
Panzhihua,304.7522641
Wenshan,9.652913866
Wenchang,0.740595165
Xinxiang,1323.320977
Xinyu,1095.854249
Wuxi,6901.159822
Shigatse,49.33092277
Rizhao,154.7887534
Kunming,2538.72297
Kunyu,0
Changji,324.6208836
Changjiang,37.49894485
Changdu,150.6121265
Zhaotong,4421.552325
Jinzhong,2314.01745
Jincheng,54.60952091
Pu'er,357.5370782
Jingdezhen,285.7564373
Qujing,2670.675479
Shuozhou,457.9286702
Chaoyang,48.40799269
Benxi,254.0819831
Laibin,470.8375206
Hangzhou,4266.500469
Songyuan,936.630266
Linzhi,104.403923
Guoluo,14.94508166
Zaozhuang,779.7852867
Liuzhou,1155.514932
Zhuzhou,691.4589284
Guilin,795.9387535
Meizhou,1360.574454
Wuzhou,1712.075581
Chuxiong,660.7269518
Yulin,73.67957645
Wuwei,498.2933459
Wuhan,16480.81486
Bijie,1301.253561
Yongzhou,255.4602941
Hanzhong,504.453283
Shantou,1438.411095
Shanwei,1554.297756
Jiangmen,5091.229687
Chizhou,281.9076715
Shenyang,5923.718563
Cangzhou,4657.816876
Hechi,28.37782511
Heyuan,4249.183786
Quanzhou,2243.064426
Tai'an,2623.720425
Taizhou,2394.7524
Luzhou,2716.30806
Luoyang,787.4130493
Jinan,9579.880203
Jining,1383.360951
Jiyuan,22.56020438
Haidong,745.1307545
Haibei,167.9448506
Hainan,157.3439106
Haikou,1298.718324
Haixi,257.4983725
Zibo,2470.243596
Huaibei,217.9567344
Huainan,628.5454225
Huai'an,3013.418784
Shenzhen,431.2283707
Qingyuan,2181.321152
Wenzhou,720.2542121
Weinan,1053.855037
Huzhou,1248.284338
Xiangtan,1468.9634
Xiangxi,305.0726789
Zhanjiang,2939.696926
Chuzhou,2883.008168
Binzhou,3690.91254
Luohe,2182.167756
Zhangzhou,6215.490988
Weifang,5205.987826
Qianjiang,828.9968806
Chaozhou,2649.88868
Chengmai,294.922267
Puyang,235.9917997
Yantai,711.3699035
Jiaozuo,302.2042963
Mudanjiang,316.2528981
Yulin,1701.163816
Yushu,168.5228551
Yuxi,678.5932655
Zhuhai,16.08425816
Qiongzhong,171.4790871
Qionghai,483.754012
Gannan,200.57392
Ganzi,285.8033619
Baicheng,350.8515831
Baishan,0.921533269
Baisha,30.37849169
Baiyin,577.6720977
Baise,65.25314646
Yiyang,460.1933802
Yancheng,325.1306044
Panjin,985.8883837
Meishan,3086.920738
Shizuishan,3.73240758
Shijiazhuang,847.9113347
Shihezi,62.47382417
Shennongjia,0.847638761
Fuzhou,1989.390113
Qinhuangdao,758.6750072
Honghe,505.2445138
Shaoxing,3046.245054
Suihua,913.2737697
Mianyang,1147.42483
Liaocheng,2762.968716
Zhaoqing,4433.007857
Huyanghe,0.002841115
Zigong,1569.326075
Zhoushan,0.420035822
Wuhu,1003.790929
Suzhou,25334.51155
Maoming,4344.428655
Jingzhou,1234.173476
Jingmen,405.5155477
Putian,708.9944588
Heze,271.3628941
Pingxiang,54.02019862
Yingkou,1053.162273
Huludao,1188.273138
Bengbu,773.3312775
Hengshui,969.709867
Hengyang,2872.335495
Quzhou,767.5535348
Xiangyang,1168.480032
Xishuangbanna,146.9586978
Xining,242.3120899
Xi'an,4389.688105
Xuchang,2557.17053
Guigang,732.2605989
Guiyang,1868.083308
Hezhou,808.6544174
Ziyang,4767.905905
Ganzhou,1428.440708
Chifeng,75.60601393
Liaoyuan,9.93870331
Liaoyang,1202.285473
Dazhou,524.8036886
Yuncheng,92.70883586
Lianyungang,197.0467913
Diqing,17.70380987
Tonghua,202.2305741
Tongliao,389.6656207
Suining,1496.689142
Zunyi,1012.583774
Xingtai,3391.514843
Naqu,30.64448158
Handan,985.0286326
Shaoyang,180.9825731
Zhengzhou,5310.39053
Chenzhou,728.7514107
Ordos,235.1804548
Ezhou,2060.832675
Jiuquan,1030.477205
Chongqing,19186.50036
Jinhua,1997.442276
Jinchang,167.1097165
Qinzhou,724.9390902
Tieling,4859.013245
Tiemenguan,3.874323881
Tongren,209.1164693
Tongchuan,315.5049481
Tongling,215.9424558
Yinchuan,354.9088909
Xilin Gol,42.10088998
Jinzhou,1099.480301
Zhenjiang,8650.624985
Changchun,4950.514618
Changsha,3957.185047
Changzhi,327.7539056
Fuxin,752.6206716
Fuyang,840.9750701
Fangchenggang,0.715622729
Yangjiang,3618.827541
Yangquan,37.46515529
Aksu,382.0444164
Altai,0.062547506
Aba,53.74927553
Alxa,146.9284087
Alaer,71.13958073
Ali,2.025492623
Longnan,321.358077
Lingshui,456.4164879
Suizhou,2071.461589
Ya'an,1216.014415
Qingdao,4789.505657
Anshan,1355.239641
Shaoguan,484.3453185
Ma'anshan,2807.308624
Zhumadian,8392.321358
Jixi,38.00677324
Hebi,1048.365907
Hegang,0.063381365
Yingtan,134.6982356
Huanggang,2455.456072
Huangnan,2.872102381
Huangshan,22.06793292
Huangshi,3351.937435
Heihe,81.23952227
Qiandongnan,759.5575076
Qiannan,1272.949359
Qianxinan,185.3741425
Qiqihar,623.8441737
Longyan,981.1013933
