City,Net GHG Transfer
Fushun,-279.0720544
Lhasa,251.5281614
Jieyang,-2941.289978
Panzhihua,593.0264609
Wenshan,455.3459162
Wenchang,435.1868948
Xinxiang,759.6177714
Xinyu,-566.2941542
Wuxi,-2472.135477
Shigatse,79.49405427
Rizhao,1764.286807
Kunming,4464.49181
Kunyu,60.96199146
Changji,1046.170729
Changjiang,230.2658311
Changdu,-108.9236787
Zhaotong,-2864.760303
Jinzhong,-683.6875781
Jincheng,719.6292018
Pu'er,267.7513376
Jingdezhen,540.9659545
Qujing,-924.4869807
Shuozhou,757.0071111
Chaoyang,738.7584318
Benxi,-30.68906388
Laibin,154.3853811
Hangzhou,57.36037151
Songyuan,-249.5650465
Linzhi,43.87858372
Guoluo,17.51924493
Zaozhuang,714.2741762
Liuzhou,720.1393097
Zhuzhou,1075.466695
Guilin,1088.059136
Meizhou,630.2754533
Wuzhou,-54.8174204
Chuxiong,260.665455
Yulin,1289.032486
Wuwei,27.13787097
Wuhan,-11599.11041
Bijie,-298.3265268
Yongzhou,1528.233002
Hanzhong,246.9245863
Shantou,1390.457007
Shanwei,194.5493589
Jiangmen,-2498.312696
Chizhou,287.4603871
Shenyang,-3973.036981
Cangzhou,-1371.970785
Hechi,789.5329224
Heyuan,-2175.587929
Quanzhou,4808.231585
Tai'an,-603.9865695
Taizhou,-898.4588236
Luzhou,-587.6845327
Luoyang,2130.61733
Jinan,-3970.919245
Jining,882.3500097
Jiyuan,328.3437979
Haidong,-336.8575686
Haibei,-100.3885772
Hainan,-17.75858216
Haikou,2425.314557
Haixi,301.8050234
Zibo,-278.4446553
Huaibei,751.756251
Huainan,483.7920904
Huai'an,-393.5362465
Shenzhen,10501.71791
Qingyuan,-603.2610697
Wenzhou,886.1378367
Weinan,-407.4664159
Huzhou,-331.4483734
Xiangtan,-387.4307363
Xiangxi,700.6166336
Zhanjiang,2030.982342
Chuzhou,-1160.642756
Binzhou,-2105.901204
Luohe,-1274.870786
Zhangzhou,-2915.051681
Weifang,-1551.873819
Qianjiang,-468.4648245
Chaozhou,-684.4236841
Chengmai,261.9396008
Puyang,1445.870835
Yantai,3872.353505
Jiaozuo,962.1769557
Mudanjiang,475.603654
Yulin,-9.764878681
Yushu,-168.5228551
Yuxi,328.3486889
Zhuhai,2950.227757
Qiongzhong,-37.27078075
Qionghai,109.6475996
Gannan,-21.71555666
Ganzi,-74.67103136
Baicheng,225.7147869
Baishan,406.9680746
Baisha,68.20904794
Baiyin,0.356529653
Baise,600.4041121
Yiyang,515.101035
Yancheng,2734.173107
Panjin,-315.7676021
Meishan,-1840.365165
Shizuishan,350.4944061
Shijiazhuang,4695.405686
Shihezi,513.3451583
Shennongjia,54.95210841
Fuzhou,3389.666294
Qinhuangdao,1672.069362
Honghe,1235.821701
Shaoxing,-1444.51127
Suihua,162.0647471
Mianyang,550.9160127
Liaocheng,-1246.935103
Zhaoqing,-2232.363802
Huyanghe,49.10520971
Zigong,-218.2682124
Zhoushan,507.9323809
Wuhu,561.5482409
Suzhou,-17000.23763
Maoming,-902.2319907
Jingzhou,179.9473718
Jingmen,417.516412
Putian,1145.433496
Heze,1883.368071
Pingxiang,601.0708473
Yingkou,-250.9114542
Huludao,-359.0579855
Bengbu,398.0453019
Hengshui,160.4895563
Hengyang,-749.4022279
Quzhou,-272.9723437
Xiangyang,472.5703089
Xishuangbanna,976.454195
Xining,1615.508564
Xi'an,-2102.458908
Xuchang,-653.8379725
Guigang,559.9188187
Guiyang,2038.461198
Hezhou,341.1776745
Ziyang,-3476.036984
Ganzhou,2863.577947
Chifeng,1102.498913
Liaoyuan,239.4328768
Liaoyang,-858.8695795
Dazhou,1504.753559
Yuncheng,442.2360754
Lianyungang,2429.500888
Diqing,144.9088101
Tonghua,341.9286551
Tongliao,259.3893288
Suining,-512.3517391
Zunyi,434.7007571
Xingtai,-750.7433826
Naqu,-30.64131145
Handan,2226.18334
Shaoyang,1870.576157
Zhengzhou,5227.143645
Chenzhou,1026.446381
Ordos,2201.774185
Ezhou,-1505.835516
Jiuquan,-243.4369578
Chongqing,8505.701725
Jinhua,-783.3240085
Jinchang,154.233024
Qinzhou,158.4661809
Tieling,-3908.043062
Tiemenguan,110.1428543
Tongren,689.0604433
Tongchuan,-189.9625112
Tongling,346.339004
Yinchuan,2200.813224
Xilin Gol,336.8647666
Jinzhou,-364.0904503
Zhenjiang,-5965.261421
Changchun,-836.0805281
Changsha,3376.032971
Changzhi,650.1004549
Fuxin,-245.3131896
Fuyang,1375.29959
Fangchenggang,755.9539648
Yangjiang,-1547.885821
Yangquan,540.4821788
Aksu,0.076551001
Altai,426.8149858
Aba,41.71991604
Alxa,172.3754308
Alaer,280.9400879
Ali,43.94660101
Longnan,170.1472582
Lingshui,537.5119846
Suizhou,-1124.509069
Ya'an,-476.2100042
Qingdao,4119.307428
Anshan,-436.549208
Shaoguan,1200.921776
Ma'anshan,-1479.600852
Zhumadian,-6087.20245
Jixi,511.9739828
Hebi,-395.929357
Hegang,423.7895336
Yingtan,369.0154469
Huanggang,-678.3518517
Huangnan,50.66101217
Huangshan,474.4431618
Huangshi,-2161.364823
Heihe,440.4718047
Qiandongnan,533.1153212
Qiannan,-91.77099663
Qianxinan,675.9550472
Qiqihar,365.8774739
Longyan,418.2454387
