City,EGHG emissions
Tianjin,33903.91084
Tianmen,760.6531532
Taiyuan,1459.715775
Weihai,10.1228818
Loudi,594.1214015
Xiaogan,8918.011974
Ningde,755.9027009
Ningbo,2802.855604
Anqing,3812.577986
Ankang,992.6102343
Anyang,1365.156925
Anshun,529.3509361
Ding'an,429.0829258
Dingxi,3019.08602
Yibin,1399.089292
Yichang,2720.965833
Yichun,2957.806851
Baoji,1638.5955
Xuancheng,839.5486526
Suzhou,2037.556964
Suqian,7636.311818
Tunchang,141.470258
Shannan,129.5699436
Yueyang,10786.13923
Chongzuo,59.55873014
Bazhong,159.109675
Bayannur,1443.094947
Bayingolin,4343.394113
Changzhou,7997.833258
Changde,1405.830959
Pingliang,9098.574689
Pingdingshan,2805.530403
Guangyuan,1764.932862
Guang'an,936.3097351
Guangzhou,28173.67056
Qingyang,1827.227127
Langfang,25340.97814
Yan'an,1067.796761
Yanbian,117.8750239
Kaifeng,2804.715154
Zhangjiakou,4061.014323
Zhangjiajie,372.730285
Zhangye,6096.270561
Xuzhou,3420.148288
Dehong,67.53956902
Dezhou,15653.75452
Deyang,4490.26834
Xinzhou,1577.977089
Huaihua,921.8233235
Nujiang,9.887811777
Enshi,2489.520995
Huizhou,9236.160977
Chengdu,19972.49691
Yangzhou,7945.739014
Chengde,698.3446934
Fuzhou,5041.066056
Fushun,610.6140448
Lhasa,641.8404684
Jieyang,5562.437804
Panzhihua,319.1588909
Wenshan,5.834939658
Wenchang,0.969101888
Xinxiang,2368.181407
Xinyu,1522.060585
Wuxi,8779.737357
Shigatse,51.20542756
Rizhao,324.5908195
Kunming,2769.47231
Kunyu,0
Changji,7102.043954
Changjiang,37.79936847
Changdu,3057.36219
Zhaotong,4546.261524
Jinzhong,2540.148047
Jincheng,102.1120227
Pu'er,366.1666662
Jingdezhen,763.5687101
Qujing,3156.391795
Shuozhou,561.5316105
Chaoyang,493.2760144
Benxi,251.4574116
Laibin,622.9465872
Hangzhou,6166.224139
Songyuan,1189.775493
Linzhi,2342.040075
Guoluo,3.233282723
Zaozhuang,1331.737937
Liuzhou,1504.633421
Zhuzhou,1343.42829
Guilin,2670.781577
Meizhou,1436.50636
Wuzhou,1893.790535
Chuxiong,684.1280343
Yulin,399.148963
Wuwei,4774.510327
Wuhan,18691.65989
Bijie,1902.123699
Yongzhou,889.4257347
Hanzhong,2423.64475
Shantou,1484.98963
Shanwei,1616.741412
Jiangmen,5239.996864
Chizhou,622.6003422
Shenyang,7669.172872
Cangzhou,10051.47856
Hechi,97.42262594
Heyuan,7092.014631
Quanzhou,3122.332281
Tai'an,4238.069041
Taizhou,2463.041208
Luzhou,4128.831107
Luoyang,1175.576889
Jinan,14152.86726
Jining,1909.335194
Jiyuan,41.45848334
Haidong,650.5906631
Haibei,27.51989826
Hainan,333.1633037
Haikou,1321.341272
Haixi,803.833519
Zibo,3854.674009
Huaibei,640.4583109
Huainan,776.3295591
Huai'an,5399.8895
Shenzhen,508.2690083
Qingyuan,7689.865927
Wenzhou,975.1921122
Weinan,3457.932403
Huzhou,2259.836013
Xiangtan,3026.883521
Xiangxi,701.3033625
Zhanjiang,3121.03841
Chuzhou,3923.636299
Binzhou,5428.818455
Luohe,2304.481243
Zhangzhou,6562.455406
Weifang,5596.800807
Qianjiang,995.9402221
Chaozhou,2780.117623
Chengmai,297.6361502
Puyang,1771.826178
Yantai,746.1455078
Jiaozuo,413.55975
Mudanjiang,322.8515642
Yulin,1811.676183
Yushu,226.8736232
Yuxi,706.3741347
Zhuhai,16.5310948
Qiongzhong,172.5407099
Qionghai,486.8760619
Gannan,68.6133287
Ganzi,3255.703118
Baicheng,433.8298342
Baishan,0.329877284
Baisha,30.57405933
Baiyin,1833.631514
Baise,638.1304404
Yiyang,581.355953
Yancheng,1500.128708
Panjin,1871.004961
Meishan,3143.206903
Shizuishan,14.15038902
Shijiazhuang,1200.619452
Shihezi,65.0382382
Shennongjia,0.00568252
Fuzhou,2331.099499
Qinhuangdao,2177.595147
Honghe,515.1045437
Shaoxing,4187.868289
Suihua,1149.960841
Mianyang,2205.344075
Liaocheng,3258.756951
Zhaoqing,5672.497039
Huyanghe,0.002623169
Zigong,1604.608878
Zhoushan,0.521186832
Wuhu,1293.714872
Suzhou,27177.82543
Maoming,4488.090263
Jingzhou,3442.61088
Jingmen,2742.710559
Putian,802.5665658
Heze,673.1699548
Pingxiang,206.9709646
Yingkou,1071.900601
Huludao,3440.477426
Bengbu,1492.565352
Hengshui,4387.584199
Hengyang,6357.490244
Quzhou,2958.257054
Xiangyang,1897.261409
Xishuangbanna,150.3584113
Xining,290.2951294
Xi'an,6970.1865
Xuchang,3949.428296
Guigang,1004.913708
Guiyang,2746.350064
Hezhou,1766.486358
Ziyang,5181.223791
Ganzhou,8235.741974
Chifeng,10.88123108
Liaoyuan,5.496836841
Liaoyang,1195.124078
Dazhou,683.7879763
Yuncheng,774.5676838
Lianyungang,365.3728917
Diqing,18.48474506
Tonghua,204.8785522
Tongliao,349.2483496
Suining,2297.016369
Zunyi,1940.316333
Xingtai,6370.076761
Naqu,317.2030829
Handan,3358.765722
Shaoyang,484.1970599
Zhengzhou,5904.885281
Chenzhou,3634.578961
Ordos,404.1488669
Ezhou,2239.353093
Jiuquan,13960.67182
Chongqing,22469.91923
Jinhua,3742.843288
Jinchang,1969.973752
Qinzhou,776.1259754
Tieling,6006.476105
Tiemenguan,0.896655986
Tongren,1003.303008
Tongchuan,318.3446577
Tongling,283.1064746
Yinchuan,368.3679894
Xilin Gol,0.32815117
Jinzhou,2003.771549
Zhenjiang,9805.3434
Changchun,6451.102562
Changsha,5890.42697
Changzhi,1554.366588
Fuxin,1121.080933
Fuyang,988.5950721
Fangchenggang,0.757015506
Yangjiang,3725.172731
Yangquan,32.55452642
Aksu,2491.560598
Altai,0.113642447
Aba,29.0344466
Alxa,2681.921175
Alaer,68.64817478
Ali,0
Longnan,752.4408321
Lingshui,459.0266442
Suizhou,3843.560728
Ya'an,1888.787891
Qingdao,5156.180504
Anshan,1841.767184
Shaoguan,2017.292157
Ma'anshan,3565.113086
Zhumadian,11110.56692
Jixi,38.49519013
Hebi,1112.005096
Hegang,0.066753693
Yingtan,1312.292551
Huanggang,4021.05335
Huangnan,2.94887641
Huangshan,233.6948625
Huangshi,4259.198587
Heihe,801.7223772
Qiandongnan,2231.135386
Qiannan,2679.790422
Qianxinan,268.4754253
Qiqihar,745.3879694
Longyan,1165.677618
