City,OGHG emissions
Wuwei,480.0050699
Wuhan,2554.752624
Bijie,715.3675062
Yongzhou,1286.718968
Hanzhong,370.9591524
Shantou,1255.937521
Shanwei,715.4579426
Jiangmen,892.1660987
Chizhou,261.2941327
Shenyang,1096.515286
Cangzhou,1327.588987
Hechi,655.0683316
Heyuan,679.6005304
Quanzhou,7275.356691
Tai'an,851.8606285
Taizhou,635.3532796
Luzhou,847.9894226
Luoyang,2907.831939
Jinan,2316.498003
Jining,1471.597427
Jiyuan,317.9233586
Haidong,327.0480865
Haibei,57.76699778
Hainan,104.7434406
Haikou,3968.34779
Haixi,492.9698238
Zibo,915.1663562
Huaibei,506.9274905
Huainan,516.5005961
Huai'an,1275.331488
Shenzhen,5608.534678
Qingyuan,659.6191826
Wenzhou,1086.024969
Weinan,330.9839896
Huzhou,411.1506554
Xiangtan,469.0708495
Xiangxi,473.2333263
Zhanjiang,2085.387847
Chuzhou,668.4037247
Binzhou,535.5089288
Luohe,329.1729388
Zhangzhou,2453.226508
Weifang,1613.396725
Qianjiang,143.3910682
Chaozhou,750.3078686
Chengmai,535.0779676
Puyang,1486.819489
Yantai,2832.632948
Jiaozuo,1186.806413
Mudanjiang,642.3942831
Yulin,670.9386081
Yushu,0
Yuxi,941.3026831
Zhuhai,1388.342689
Qiongzhong,96.48529591
Qionghai,517.3365214
Gannan,144.7116794
Ganzi,94.77334823
Baicheng,257.1860173
Baishan,201.9703807
Baisha,80.43591965
Baiyin,504.493557
Baise,601.5651218
Yiyang,493.791679
Yancheng,1521.280525
Panjin,285.9911853
Meishan,411.8668538
Shizuishan,370.9486438
Shijiazhuang,2629.458272
Shihezi,514.9532132
Shennongjia,31.64327132
Fuzhou,5465.904537
Qinhuangdao,1072.478572
Honghe,1378.973008
Shaoxing,630.3220952
Suihua,861.1749815
Mianyang,780.7434002
Liaocheng,584.134447
Zhaoqing,752.8523771
Huyanghe,47.93682107
Zigong,528.0624681
Zhoushan,260.2225146
Wuhu,743.3370198
Suzhou,3812.06416
Maoming,1311.775382
Jingzhou,754.4156289
Jingmen,447.6005544
Putian,1640.660373
Heze,1435.213204
Pingxiang,342.849111
Yingkou,354.4091528
Huludao,348.9774048
Bengbu,536.402253
Hengshui,535.6405812
Hengyang,1448.914338
Quzhou,200.6173505
Xiangyang,835.0589076
Xishuangbanna,1243.066359
Xining,1993.578619
Xi'an,1529.969392
Xuchang,1437.346794
Guigang,824.5397658
Guiyang,3801.523515
Hezhou,481.3615098
Ziyang,292.8483432
Ganzhou,4165.632416
Chifeng,614.436068
Liaoyuan,125.9159725
Liaoyang,116.1922263
Dazhou,924.5331299
Yuncheng,316.9169665
Lianyungang,1473.093525
Diqing,183.5558465
Tonghua,271.9375608
Tongliao,336.3286075
Suining,382.0081735
Zunyi,1305.09967
Xingtai,1067.496709
Naqu,0.002503484
Handan,1529.037615
Shaoyang,1574.824757
Zhengzhou,11050.48723
Chenzhou,1207.557821
Ordos,2401.420829
Ezhou,162.0000889
Jiuquan,833.2654465
Chongqing,12416.90972
Jinhua,530.6981517
Jinchang,288.2228956
Qinzhou,785.1956096
Tieling,155.3081479
Tiemenguan,67.4479997
Tongren,699.7952048
Tongchuan,52.97174543
Tongling,263.0884007
Yinchuan,2860.105183
Xilin Gol,317.8032883
Jinzhou,326.6633213
Zhenjiang,771.9476709
Changchun,1874.458048
Changsha,3788.453995
Changzhi,606.2273542
Fuxin,209.7325055
Fuyang,1820.249676
Fangchenggang,749.6209349
Yangjiang,712.7223332
Yangquan,367.6443269
Aksu,345.8118778
Altai,298.3495404
Aba,45.06779301
Alxa,311.7665601
Alaer,321.9407275
Ali,39.03768208
Longnan,238.1579845
Lingshui,775.1203296
Suizhou,345.6192603
Ya'an,272.0138948
Qingdao,5596.398354
Anshan,589.8735882
Shaoguan,765.6891987
Ma'anshan,468.4573343
Zhumadian,668.308852
Jixi,422.8154101
Hebi,526.7336675
Hegang,334.52562
Yingtan,260.5717551
Huanggang,827.3628615
Huangnan,48.9336582
Huangshan,245.2792489
Huangshi,402.0352469
Heihe,412.6650288
Qiandongnan,893.6865372
Qiannan,876.9833005
Qianxinan,623.0309665
Qiqihar,823.8784902
Longyan,1147.355541
